# Experiment IPTS-34347 Run 218386
# Reduction 2.2.0.dev47+d202502071725
# Run title: CuPt_d8-THF_FullQ-218386-1.
# Run start time: 2025-04-20T13:42:43.100443667
# Reduction time: Sun Apr 20 09:45:26 2025
# Q summing: False
# TOF weighted: False
# Bck in Q: False
# Theta offset: 0
# DataRun   NormRun   TwoTheta(deg)  LambdaMin(A)   LambdaMax(A) Qmin(1/A)    Qmax(1/A)    SF_A         SF_B
# 218386    218274    0.899957       2.74977        9.49868      0.0103       0.0358       4.0          0
# 218387    218275    2.4019         2.74977        9.49869      0.0277       0.0957       16.0         0
# 218388    218338    7.00064        2.74975        9.4987       0.0807       0.2790       196.0        0
# Q [1/Angstrom]        R                     dR                    dQ [FWHM]
  0.0128658966250676    0.9815090520203128    0.0201810573596166    0.0003496489491593
  0.0129302261081930    0.9735119517938472    0.0199609661290772    0.0003513971939051
  0.0129948772387339    1.0811487195593632    0.0215307122827854    0.0003531541798746
  0.0130598516249276    1.0223048286269227    0.0199748041265056    0.0003549199507740
  0.0131251508830522    1.0362062659146054    0.0205670245469746    0.0003566945505278
  0.0131907766374675    0.9810584262192562    0.0192446557820978    0.0003584780232805
  0.0132567305206548    1.0264973899899836    0.0194986732947178    0.0003602704133969
  0.0133230141732581    1.0847423679844836    0.0205491274432549    0.0003620717654639
  0.0133896292441244    1.0558086977097620    0.0198614955667586    0.0003638821242912
  0.0134565773903450    1.0658134640564290    0.0200560814875870    0.0003657015349126
  0.0135238602772967    1.0163051661880347    0.0184941975111284    0.0003675300425872
  0.0135914795786832    1.0425582051546176    0.0188789321076162    0.0003693676928001
  0.0136594369765766    1.0143583555749325    0.0183256868461809    0.0003712145312641
  0.0137277341614595    1.0030433737495301    0.0180490703819166    0.0003730706039205
  0.0137963728322668    0.9682056375887269    0.0176414652752758    0.0003749359569401
  0.0138653546964281    0.9059272168504550    0.0164892166094069    0.0003768106367248
  0.0139346814699103    0.8718961865209592    0.0159527491266946    0.0003786946899084
  0.0140043548772598    0.8901539268144125    0.0166641819329146    0.0003805881633579
  0.0140743766516461    0.8989331055127940    0.0167985691294551    0.0003824911041747
  0.0141447485349043    0.7769680403279229    0.0148863496389096    0.0003844035596956
  0.0142154722775789    0.7297727376055656    0.0140958056351878    0.0003863255774941
  0.0142865496389668    0.6779378297872545    0.0134863370584955    0.0003882572053815
  0.0143579823871616    0.6471324071766478    0.0133006142949474    0.0003901984914084
  0.0144297722990974    0.6285917883844284    0.0128257600919982    0.0003921494838655
  0.0145019211605929    0.5449002545206373    0.0117824065964565    0.0003941102312848
  0.0145744307663958    0.5713923651452719    0.0121032025956938    0.0003960807824412
  0.0146473029202278    0.5326300070514383    0.0115079441152746    0.0003980611863534
  0.0147205394348290    0.5228561235801520    0.0111880013276815    0.0004000514922852
  0.0147941421320031    0.5126611346087816    0.0113404422125102    0.0004020517497466
  0.0148681128426631    0.4884549842407139    0.0109595532027991    0.0004040620084954
  0.0149424534068764    0.4619293256989248    0.0103088747713756    0.0004060823185378
  0.0150171656739108    0.4601307417017281    0.0101624013655800    0.0004081127301305
  0.0150922515022804    0.4363793332922432    0.0097343931788985    0.0004101532937812
  0.0151677127597918    0.4239474138047075    0.0096065469701313    0.0004122040602501
  0.0152435513235907    0.4157421823518830    0.0095200366216888    0.0004142650805513
  0.0153197690802087    0.3794875289518768    0.0088336671769119    0.0004163364059541
  0.0153963679256097    0.3729489369086140    0.0086745843996084    0.0004184180879839
  0.0154733497652378    0.3698216099624902    0.0086171457050407    0.0004205101784238
  0.0155507165140639    0.3466630565897643    0.0081755988872180    0.0004226127293159
  0.0156284700966343    0.3394298194246626    0.0080861956344290    0.0004247257929625
  0.0157066124471174    0.3378440780175594    0.0081734180707318    0.0004268494219273
  0.0157851455093530    0.3189675153577335    0.0076206751041959    0.0004289836690369
  0.0158640712368998    0.3108842855694976    0.0075404574441344    0.0004311285873821
  0.0159433915930843    0.3020543342484234    0.0073939290434375    0.0004332842303190
  0.0160231085510497    0.2993968328903231    0.0072614276640340    0.0004354506514706
  0.0161032240938049    0.2765771328933596    0.0068820664972456    0.0004376279047280
  0.0161837402142740    0.2701319029400833    0.0067036018144249    0.0004398160442516
  0.0162646589153453    0.2599985039976107    0.0066074822247211    0.0004420151244729
  0.0163459822099221    0.2548454995785054    0.0064282655062685    0.0004442252000952
  0.0164277121209717    0.2569546808856981    0.0063844259265493    0.0004464463260957
  0.0165098506815765    0.2444380824021381    0.0062957556761862    0.0004486785577262
  0.0165923999349844    0.2282862758272589    0.0059868929380001    0.0004509219505148
  0.0166753619346593    0.2244599362503993    0.0058156968882802    0.0004531765602674
  0.0167587387443326    0.2136749257756759    0.0056038336514646    0.0004554424430687
  0.0168425324380543    0.2188792903677993    0.0057378125247024    0.0004577196552841
  0.0169267451002446    0.1947665457580569    0.0052233264352893    0.0004600082535605
  0.0170113788257458    0.1894074428814127    0.0051770502352432    0.0004623082948283
  0.0170964357198745    0.1906387247692326    0.0052102910839690    0.0004646198363024
  0.0171819178984739    0.1850797256905214    0.0051463831727804    0.0004669429354840
  0.0172678274879662    0.1748737558453042    0.0049294812756548    0.0004692776501614
  0.0173541666254061    0.1692616040698927    0.0047716902121883    0.0004716240384122
  0.0174409374585331    0.1587757867658723    0.0046472634488145    0.0004739821586042
  0.0175281421458258    0.1558986121025455    0.0045030993924195    0.0004763520693973
  0.0176157828565549    0.1395169993819365    0.0041798190534143    0.0004787338297443
  0.0177038617708377    0.1304082473382901    0.0040475706701532    0.0004811274988930
  0.0177923810796918    0.1330898296701400    0.0040390445482093    0.0004835331363874
  0.0178813429850903    0.1263557306784679    0.0039024622485969    0.0004859508020694
  0.0179707497000158    0.1113373614701859    0.0036492930946248    0.0004883805560797
  0.0180606034485158    0.1204223187706555    0.0038355311746060    0.0004908224588601
  0.0181509064657584    0.1131103343237836    0.0036602382182140    0.0004932765711544
  0.0182416609980872    0.1014083339445563    0.0033705511319106    0.0004957429540102
  0.0183328693030776    0.0995741485094605    0.0033996497896179    0.0004982216687802
  0.0184245336495930    0.0952394401318214    0.0032872911586860    0.0005007127771242
  0.0185166563178410    0.0931742062615964    0.0033605655873946    0.0005032163410098
  0.0186092395994302    0.0863842888322621    0.0032534050224581    0.0005057324227148
  0.0187022857974273    0.0923515016744771    0.0032140536854934    0.0005082610848284
  0.0187957972264145    0.0865096315237974    0.0030307733239568    0.0005108023902525
  0.0188897762125465    0.0686862940391303    0.0026665540630907    0.0005133564022038
  0.0189842250936093    0.0697058140847258    0.0026305020413238    0.0005159231842148
  0.0190791462190773    0.0687091488594269    0.0026119046518276    0.0005185028001359
  0.0191745419501727    0.0623406324224777    0.0024605663293585    0.0005210953141366
  0.0192704146599236    0.0559969768931304    0.0023805236390670    0.0005237007907073
  0.0193667667332232    0.0575668103893176    0.0023511993422980    0.0005263192946608
  0.0194636005668893    0.0554150291811746    0.0023010682165061    0.0005289508911341
  0.0195609185697237    0.0487602415721388    0.0021189694857901    0.0005315956455898
  0.0196587231625724    0.0491276369594744    0.0021074841329971    0.0005342536238177
  0.0197570167783852    0.0418298348962708    0.0019736258163488    0.0005369248919368
  0.0198558018622771    0.0432025592270922    0.0019700164880119    0.0005396095163965
  0.0199550808715885    0.0426006763464592    0.0019593292405496    0.0005423075639785
  0.0200548562759465    0.0404113825354148    0.0019343001541087    0.0005450191017984
  0.0201551305573262    0.0366461347945310    0.0018755849854507    0.0005477441973074
  0.0202559062101128    0.0378222138364002    0.0019368852150934    0.0005504829182939
  0.0203571857411634    0.0355104649373290    0.0017611546321567    0.0005532353328854
  0.0204589716698692    0.0351615548833902    0.0017050879265926    0.0005560015095498
  0.0205612665282185    0.0328679076622837    0.0016170043705172    0.0005587815170975
  0.0206640728608596    0.0320886825989634    0.0016208462724053    0.0005615754246830
  0.0207673932251639    0.0271213494644953    0.0015167479611847    0.0005643833018064
  0.0208712301912897    0.0272271327382648    0.0014677740815839    0.0005672052183155
  0.0209755863422462    0.0276144205513739    0.0014619804149076    0.0005700412444070
  0.0210804642739574    0.0278496298031421    0.0014621151308473    0.0005728914506291
  0.0211858665953272    0.0302418228120177    0.0015198286742503    0.0005757559078822
  0.0212917959283038    0.0264586990405748    0.0014150461875303    0.0005786346874216
  0.0213982549079454    0.0259240540372858    0.0014215367619687    0.0005815278608587
  0.0215052461824851    0.0254952733239710    0.0014064158126860    0.0005844355001630
  0.0216127724133975    0.0248929536451460    0.0013808840448827    0.0005873576776639
  0.0217208362754645    0.0260753494112800    0.0013943881390241    0.0005902944660522
  0.0218294404568418    0.0252033762326105    0.0013656166075116    0.0005932459383824
  0.0219385876591260    0.0229583427163159    0.0012854826556121    0.0005962121680743
  0.0220482805974216    0.0261936557164650    0.0013985896302602    0.0005991932289147
  0.0221585220004087    0.0244872116382069    0.0013249221593454    0.0006021891950593
  0.0222693146104108    0.0243856760902242    0.0013117630605781    0.0006052001410346
  0.0223806611834628    0.0246413064178049    0.0012974985819110    0.0006082261417398
  0.0224925644893802    0.0227223682351598    0.0013100364476903    0.0006112672724485
  0.0226050273118271    0.0228889299925539    0.0012682679032381    0.0006143236088107
  0.0227180524483862    0.0248266407134202    0.0012980769284109    0.0006173952268548
  0.0228316427106281    0.0272349321129346    0.0013769631927961    0.0006204822029890
  0.0229458009241813    0.0267212235198035    0.0013651367699664    0.0006235846140040
  0.0230605299288022    0.0265505355251963    0.0013599625485699    0.0006267025370740
  0.0231758325784462    0.0248431090942373    0.0013007113666111    0.0006298360497594
  0.0232917117413384    0.0260810198843887    0.0013534157299588    0.0006329852300082
  0.0234081703000451    0.0273478194812362    0.0013518421331444    0.0006361501561582
  0.0235252111515453    0.0250378648443743    0.0013090129032874    0.0006393309069390
  0.0236428372073030    0.0279943987786647    0.0013545475572931    0.0006425275614737
  0.0237610513933395    0.0276461440850796    0.0013577757479151    0.0006457401992811
  0.0238798566503062    0.0266883297529203    0.0013115190039263    0.0006489689002775
  0.0239992559335578    0.0262096821777603    0.0013201324134621    0.0006522137447788
  0.0241192522132255    0.0265014782672346    0.0013264222273810    0.0006554748135027
  0.0242398484742917    0.0280728443312795    0.0013605840978785    0.0006587521875703
  0.0243610477166631    0.0269492934631830    0.0013816178729815    0.0006620459485081
  0.0244828529552464    0.0273929715010805    0.0014106719579408    0.0006653561782506
  0.0246052672200227    0.0260865831058765    0.0014430944058299    0.0006686829591419
  0.0247282935561228    0.0268417197507432    0.0014031763441821    0.0006720263739376
  0.0248519350239034    0.0268479173369915    0.0014020612089150    0.0006753865058073
  0.0249761946990229    0.0309953820291733    0.0014508528559053    0.0006787634383363
  0.0251010756725180    0.0268160784263265    0.0013445799240550    0.0006821572555280
  0.0252265810508806    0.0274571211639159    0.0013180699802632    0.0006855680418057
  0.0253527139561350    0.0292625435655043    0.0013791763864908    0.0006889958820147
  0.0254794775259157    0.0295380460998255    0.0013896642197912    0.0006924408614248
  0.0256068749135453    0.0284952091770038    0.0013356013204440    0.0006959030657319
  0.0257349092881130    0.0281074207175179    0.0013523779983905    0.0006993825810605
  0.0258635838345535    0.0245967574146772    0.0012202761576547    0.0007028794939658
  0.0259929017537263    0.0273030252957261    0.0012712584842544    0.0007063938914357
  0.0261228662624949    0.0267378691730182    0.0012801963114558    0.0007099258608929
  0.0262534805938074    0.0253364157302123    0.0012147129550059    0.0007134754901973
  0.0263847479967764    0.0251080304343330    0.0012287104485849    0.0007170428676483
  0.0265166717367603    0.0229926341611523    0.0011670786512466    0.0007206280819865
  0.0266492550954441    0.0224530903866714    0.0011340387967141    0.0007242312223965
  0.0267825013709213    0.0232050379196277    0.0011618068400241    0.0007278523785085
  0.0269164138777759    0.0204204539136689    0.0010874210828062    0.0007314916404010
  0.0270509959471648    0.0217983132133264    0.0010905114513460    0.0007351490986030
  0.0271862509269006    0.0208333305232073    0.0010637986104120    0.0007388248440960
  0.0273221821815351    0.0196566921187739    0.0010221385993970    0.0007425189683165
  0.0274587930924428    0.0186893732123474    0.0010001715980413    0.0007462315631581
  0.0275960870579050    0.0190775383525439    0.0010388742123433    0.0007499627209739
  0.0277340674931945    0.0189729980998662    0.0010406173961251    0.0007537125345787
  0.0278727378306605    0.0195105719629592    0.0010221822912035    0.0007574810972516
  0.0280121015198138    0.0165480639748970    0.0009468825190603    0.0007612685027379
  0.0281521620274129    0.0158867037490357    0.0008996978592877    0.0007650748452516
  0.0281521620274129    0.0159239219069724    0.0006249742691619    0.0007798013580238
  0.0282929228375499    0.0173029641809908    0.0006464958654780    0.0007837003648139
  0.0282929228375499    0.0180705133945717    0.0009674667619996    0.0007689002194778
  0.0284343874517377    0.0143168187708290    0.0008602034541683    0.0007727447205752
  0.0284343874517377    0.0154015825197552    0.0005889900926140    0.0007876188666380
  0.0285765593889964    0.0151421548702005    0.0008661760701960    0.0007766084441781
  0.0285765593889964    0.0153328322036655    0.0005963464907473    0.0007915569609712
  0.0287194421859414    0.0155380385881097    0.0006078977692084    0.0007955147457761
  0.0287194421859414    0.0143500236532487    0.0008621794118077    0.0007804914863990
  0.0288630393968711    0.0128390700905000    0.0008180706539636    0.0007843939438310
  0.0288630393968711    0.0133980786006548    0.0005366263035534    0.0007994923195049
  0.0290073545938554    0.0132695006545275    0.0005341269156654    0.0008034897811025
  0.0290073545938554    0.0128656551553583    0.0008092395547376    0.0007883159135501
  0.0291523913668247    0.0126229465886962    0.0007940669540597    0.0007922574931179
  0.0291523913668247    0.0118136354945788    0.0004945496240241    0.0008075072300080
  0.0292981533236588    0.0118579891236295    0.0004942067406178    0.0008115447661580
  0.0292981533236588    0.0121603887519388    0.0007845602102699    0.0007962187805835
  0.0294446440902771    0.0094538137776801    0.0007108323719194    0.0008001998744864
  0.0294446440902771    0.0117179449557147    0.0004851128572112    0.0008156024899888
  0.0295918673107285    0.0098238235927570    0.0006881284345705    0.0008042008738588
  0.0295918673107285    0.0101765419869699    0.0004490165939590    0.0008196805024387
  0.0297398266472821    0.0108162918780659    0.0004519738464829    0.0008237789049509
  0.0297398266472821    0.0103241053408720    0.0007134948654357    0.0008082218782281
  0.0298885257805185    0.0094083082185432    0.0006827268156356    0.0008122629876193
  0.0298885257805185    0.0106509354133061    0.0004600048379228    0.0008278977994757
  0.0300379684094211    0.0091270353480326    0.0003994604958590    0.0008320372884731
  0.0300379684094211    0.0098086862783297    0.0006772202684971    0.0008163243025574
  0.0301881582514682    0.0082496422264832    0.0006155057991330    0.0008204059240702
  0.0301881582514682    0.0084687606205696    0.0003877445637527    0.0008361974749154
  0.0303390990427256    0.0081199348619778    0.0003696365740609    0.0008403784622900
  0.0303390990427256    0.0075510424271156    0.0006150056861707    0.0008245079536905
  0.0304907945379392    0.0086033690400935    0.0006314695758002    0.0008286304934590
  0.0304907945379392    0.0078191267774313    0.0003583004109779    0.0008445803546015
  0.0306432485106289    0.0074300995064775    0.0003599348055585    0.0008488032563745
  0.0306432485106289    0.0071391121282554    0.0005934892440611    0.0008327736459263
  0.0307964647531820    0.0064214380565474    0.0005532950586233    0.0008369375141559
  0.0307964647531820    0.0081634300551842    0.0003744249278376    0.0008530472726563
  0.0309504470769479    0.0070799048940891    0.0003333205324248    0.0008573125090196
  0.0309504470769479    0.0076882630750012    0.0005940173901726    0.0008411222017267
  0.0311051993123327    0.0072820923737951    0.0005766073699602    0.0008453278127353
  0.0311051993123327    0.0067017149895811    0.0003252728121353    0.0008615990715647
  0.0312607253088943    0.0064284537476779    0.0003226847123462    0.0008659070669225
  0.0312607253088943    0.0069611217221755    0.0005682686960247    0.0008495544517990
  0.0314170289354388    0.0062825285331800    0.0005366868108825    0.0008538022240580
  0.0314170289354388    0.0061594086014602    0.0003019849344942    0.0008702366022572
  0.0315741140801160    0.0057731369847186    0.0002844431757338    0.0008745877852684
  0.0315741140801160    0.0064661397848637    0.0005464104733956    0.0008580712351783
  0.0317319846505165    0.0068494428723112    0.0005555256411325    0.0008623615913541
  0.0317319846505165    0.0058498222777794    0.0002893046112704    0.0008789607241948
  0.0318906445737691    0.0055212210956980    0.0002757161447421    0.0008833555278158
  0.0318906445737691    0.0052148026032010    0.0004842804030662    0.0008666733993109
  0.0320500977966380    0.0061928741275539    0.0005437085312155    0.0008710067663075
  0.0320500977966380    0.0053525681791655    0.0002701370552476    0.0008877723054548
  0.0322103482856212    0.0056882419009360    0.0002773067026924    0.0008922111669821
  0.0322103482856212    0.0064673735347635    0.0005370582912499    0.0008753618001390
  0.0323714000270493    0.0051847858650251    0.0005121628890579    0.0008797386091397
  0.0323714000270493    0.0049952849797830    0.0002526198988313    0.0008966722228170
  0.0325332570271845    0.0053830205715332    0.0002551082750092    0.0009011555839311
  0.0325332570271845    0.0057345264877973    0.0004946390638968    0.0008841373021854
  0.0326959233123204    0.0063143986246685    0.0005235888179531    0.0008885579886963
  0.0326959233123204    0.0052221863754265    0.0002532530835163    0.0009056613618508
  0.0328594029288820    0.0047520173695577    0.0002451336602892    0.0009101896686600
  0.0328594029288820    0.0063389692616353    0.0005238217617781    0.0008930007786398
  0.0330236999435264    0.0062616030885115    0.0005351838054514    0.0008974657825330
  0.0330236999435264    0.0052775122105678    0.0002435676234440    0.0009147406170033
  0.0331888184432441    0.0056282820673426    0.0002583489282006    0.0009193143200883
  0.0331888184432441    0.0057960144818418    0.0005123097594173    0.0009019531114457
  0.0333547625354603    0.0057773828569610    0.0005001351246134    0.0009064628770029
  0.0333547625354603    0.0054212918975326    0.0002409130065235    0.0009239108916888
  0.0335215363481376    0.0054227920692993    0.0002463811188985    0.0009285304461472
  0.0335215363481376    0.0071399632639961    0.0005648648220727    0.0009109951913879
  0.0336891440298783    0.0053059831146735    0.0002392865465046    0.0009331730983780
  0.0336891440298783    0.0063707703206160    0.0005369911034714    0.0009155501673449
  0.0338575897500276    0.0075552738546779    0.0005994539450142    0.0009201279181816
  0.0338575897500276    0.0057342051327239    0.0002494713447729    0.0009378389638698
  0.0340268776987778    0.0058887707762273    0.0005105376914340    0.0009247285577725
  0.0340268776987778    0.0060800308780918    0.0002482921380243    0.0009425281586892
  0.0341970120872717    0.0058436139903293    0.0002393993531178    0.0009472407994826
  0.0341970120872717    0.0063472280265433    0.0005173571000258    0.0009293522005614
  0.0343679971477080    0.0069679260504125    0.0005732120598347    0.0009339989615642
  0.0343679971477080    0.0069751744986593    0.0002624844168595    0.0009519770034801
  0.0345398371334466    0.0063550102732485    0.0002464696822649    0.0009567368884975
  0.0345398371334466    0.0069665944522917    0.0005866907006277    0.0009386689563720
  0.0347125363191138    0.0067935396357506    0.0002562676560373    0.0009615205729399
  0.0347125363191138    0.0064379438767136    0.0005971048997697    0.0009433623011538
  0.0348860990007094    0.0060818097565982    0.0002324779600531    0.0009663281758046
  0.0348860990007094    0.0067513406427167    0.0006057542216652    0.0009480791126596
  0.0350605294957129    0.0072559409877717    0.0006005481211344    0.0009528195082229
  0.0350605294957129    0.0068567774097092    0.0002509088489629    0.0009711598166837
  0.0352358321431915    0.0071800750391664    0.0005826442805828    0.0009575836057640
  0.0352358321431915    0.0068865221985449    0.0002460833662400    0.0009760156157671
  0.0354120113039074    0.0079707863479914    0.0006024345905580    0.0009623715237928
  0.0354120113039074    0.0070171008062479    0.0002509349571216    0.0009808956938459
  0.0355890713604269    0.0070077707114545    0.0002416346966638    0.0009858001723151
  0.0357670167172291    0.0069899569407926    0.0002398453850616    0.0009907291731767
  0.0359458518008152    0.0074195869290961    0.0002456530017234    0.0009956828190426
  0.0361255810598193    0.0078036885759564    0.0002524215850941    0.0010006612331378
  0.0363062089651184    0.0075767974726811    0.0002465095531633    0.0010056645393035
  0.0364877400099440    0.0073224427994876    0.0002378239385944    0.0010106928620000
  0.0366701787099937    0.0076966434774076    0.0002445058844813    0.0010157463263100
  0.0368535296035436    0.0081871217099594    0.0002465345180829    0.0010208250579416
  0.0370377972515614    0.0075683624527315    0.0002347718566831    0.0010259291832313
  0.0372229862378192    0.0079533598176448    0.0002432452903538    0.0010310588291474
  0.0374091011690083    0.0076084056779063    0.0002336917468958    0.0010362141232932
  0.0375961466748533    0.0076887840240372    0.0002304644378205    0.0010413951939096
  0.0377841274082275    0.0068785541313350    0.0002169208728327    0.0010466021698792
  0.0379730480452687    0.0070017303206995    0.0002156721378082    0.0010518351807286
  0.0381629132854950    0.0069082429179550    0.0002086029527067    0.0010570943566322
  0.0383537278519225    0.0067977792342506    0.0002058109090181    0.0010623798284154
  0.0385454964911821    0.0071373800093633    0.0002109046926849    0.0010676917275575
  0.0387382239736380    0.0067202605056111    0.0002025454592883    0.0010730301861953
  0.0389319150935062    0.0063795477076356    0.0001972125378511    0.0010783953371262
  0.0391265746689737    0.0062675323355599    0.0001935260739269    0.0010837873138119
  0.0393222075423186    0.0056622403170434    0.0001796118918552    0.0010892062503809
  0.0395188185800302    0.0056518411320810    0.0001766436519385    0.0010946522816328
  0.0397164126729303    0.0051720784205589    0.0001677504594716    0.0011001255430410
  0.0399149947362950    0.0050027265296113    0.0001661867220838    0.0011056261707562
  0.0401145697099764    0.0049661731786167    0.0001639134946532    0.0011111543016100
  0.0403151425585263    0.0047535245026047    0.0001568849368470    0.0011167100731180
  0.0405167182713189    0.0046987705887634    0.0001553080508180    0.0011222936234836
  0.0407193018626755    0.0041970275704124    0.0001461168645378    0.0011279050916010
  0.0409228983719889    0.0038113829432270    0.0001372385065343    0.0011335446170590
  0.0411275128638489    0.0037602057653278    0.0001350952261663    0.0011392123401443
  0.0413331504281681    0.0034692081498688    0.0001282153653719    0.0011449084018451
  0.0415398161803089    0.0031138302690759    0.0001209392819304    0.0011506329438543
  0.0417475152612105    0.0029793884500170    0.0001163525328350    0.0011563861085735
  0.0419562528375165    0.0028727796077267    0.0001143768798880    0.0011621680391164
  0.0421660341017041    0.0029390392618548    0.0001150499949358    0.0011679788793120
  0.0423768642722126    0.0025813677396597    0.0001058781241136    0.0011738187737086
  0.0425887485935737    0.0025159845230168    0.0001039001996184    0.0011796878675771
  0.0428016923365415    0.0023751882154517    0.0001015121744148    0.0011855863069150
  0.0430157007982242    0.0024270569691160    0.0001004528337742    0.0011915142384496
  0.0432307793022154    0.0022629947114510    0.0000974783746451    0.0011974718096418
  0.0434469331987264    0.0020459298543971    0.0000909118311151    0.0012034591686900
  0.0436641678647200    0.0019742195050889    0.0000872797684134    0.0012094764645335
  0.0438824887040437    0.0020228485424496    0.0000893295164981    0.0012155238468561
  0.0441019011475639    0.0019322682917781    0.0000864075353919    0.0012216014660904
  0.0443224106533017    0.0019414607227184    0.0000854595660159    0.0012277094734209
  0.0445440227065682    0.0020047258319813    0.0000855215617764    0.0012338480207880
  0.0447667428201010    0.0020481714899063    0.0000864169992843    0.0012400172608919
  0.0449905765342015    0.0022412526731612    0.0000900369573233    0.0012462173471964
  0.0452155294168725    0.0023652491675536    0.0000907541336415    0.0012524484339324
  0.0454416070639569    0.0022649385771353    0.0000886086825850    0.0012587106761020
  0.0456688150992767    0.0024005640515181    0.0000906642977730    0.0012650042294825
  0.0458971591747730    0.0023796618569421    0.0000888968995637    0.0012713292506299
  0.0461266449706469    0.0026708751554728    0.0000944108292733    0.0012776858968831
  0.0463572781955001    0.0027424637006338    0.0000951908277596    0.0012840743263675
  0.0465890645864776    0.0026556110994376    0.0000917222177408    0.0012904946979993
  0.0468220099094100    0.0028794709811028    0.0000943253757228    0.0012969471714893
  0.0470561199589570    0.0026712879483398    0.0000894033718935    0.0013034319073468
  0.0472914005587518    0.0029916838743639    0.0000961655391203    0.0013099490668835
  0.0475278575615456    0.0030240467251834    0.0000942236634312    0.0013164988122179
  0.0477654968493533    0.0031487694635601    0.0000967693072578    0.0013230813062790
  0.0480043243336001    0.0030397054714135    0.0000935620193783    0.0013296967128104
  0.0482443459552681    0.0030005211224327    0.0000921132416025    0.0013363451963745
  0.0484855676850444    0.0032760856154787    0.0000966928869108    0.0013430269223563
  0.0487279955234696    0.0032550829036467    0.0000958171279238    0.0013497420569681
  0.0489716355010870    0.0031763275905587    0.0000931251346811    0.0013564907672530
  0.0492164936785924    0.0031756031550420    0.0000941187200790    0.0013632732210892
